PP Ojha,Dwayne Bravo,0,1,0,0,0,0,0,1,1,100.0,0
Ravindra Jadeja,Ishant Sharma,8,5,1,0,2,0,0,16,15,93.75,2
Suresh Raina,MM Patel,9,17,0,2,7,0,2,37,63,170.27027027027026,2
Bhuvneshwar Kumar,Dwayne Bravo,10,5,2,0,0,0,0,17,9,52.94117647058823,0
AC Gilchrist,S Sreesanth,11,9,1,1,6,0,3,31,56,180.6451612903226,2
Lendl Simmons,Karanveer Singh,5,3,0,1,3,0,0,12,18,150.0,0
LA Pomersbach,Zaheer Khan,0,1,0,0,1,0,0,2,5,250.0,0
Tirumalsetti Suman,Ankit Sharma,4,1,0,0,0,0,0,5,1,20.0,0
Rohit Sharma,Yuzvendra Chahal,4,19,0,0,0,0,0,23,19,82.6086956521739,1
Karun Nair,GS Sandhu,2,1,2,0,2,0,1,8,19,237.5,0
PP Ojha,Amit Mishra,1,0,0,0,0,0,0,1,0,0.0,1
Manish Pandey,Rishi Dhawan,3,9,2,0,2,0,0,16,21,131.25,0
Shahid Afridi,SK Trivedi,0,1,0,0,0,0,0,1,1,100.0,0
PP Ojha,AB Agarkar,2,0,0,0,0,0,0,2,0,0.0,1
Corey Anderson,Tim Southee,1,1,0,0,1,0,1,4,11,275.0,0
Glenn Maxwell,Ishwar Pandey,3,3,1,0,2,0,1,10,19,190.0,0
Abhimanyu Mithun,Sunil Naine,1,0,1,0,0,0,0,2,2,100.0,1
Irfan Pathan,MM Patel,2,3,0,1,2,0,0,8,14,175.0,0
J Botha,M Muralitharan,0,0,0,0,1,0,0,1,4,400.0,0
Quinton de Kock,Vinay Kumar,1,2,0,0,3,0,1,7,20,285.7142857142857,0
MS Dhoni,Zaheer Khan,16,10,7,0,5,0,5,43,74,172.09302325581396,7
Praveen Kumar,MS Gony,3,1,0,0,0,0,0,4,1,25.0,1
MS Wade,Mitchell Marsh,3,4,1,0,0,0,0,8,6,75.0,1
S Rana,Imran Tahir,0,0,1,0,0,0,0,1,2,200.0,0
SP Fleming,Vinay Kumar,5,4,1,0,1,0,1,12,16,133.33333333333334,0
JA Morkel,MS Gony,0,2,0,0,0,0,0,2,2,100.0,0
Ishant Sharma,Kamran Khan,0,1,0,0,0,0,0,1,1,100.0,1
A Ashish Reddy,Parvez Rasool,2,4,0,0,2,0,1,9,18,200.0,0
JA Morkel,Praveen Tambe,2,0,0,0,0,0,0,2,0,0.0,1
Mitchell Marsh,SJ Srivastava,1,0,0,0,0,0,0,1,0,0.0,0
M Klinger,Umesh Yadav,1,1,0,0,0,0,0,2,1,50.0,0
Shahid Afridi,JH Kallis,0,1,0,0,0,0,0,1,1,100.0,0
SS Tiwary,Moises Henriques,1,0,0,0,0,0,0,1,0,0.0,0
Shivam Sharma,MA Starc,1,0,0,0,1,0,0,2,4,200.0,1
SP Fleming,Yusuf Pathan,1,1,0,0,0,0,1,3,7,233.33333333333334,1
RN ten Doeschate,RV Gomez,1,0,0,0,0,0,0,1,0,0.0,1
Murali Vijay,Iqbal Abdulla,16,8,5,0,6,0,0,35,42,120.0,2
RS Bopara,Dwayne Bravo,4,1,0,0,0,0,0,5,1,20.0,2
Dinesh Karthik,Varun Aaron,7,4,0,0,3,0,1,15,22,146.66666666666666,0
PP Ojha,Lasith Malinga,3,0,1,0,0,0,0,4,2,50.0,1
Dwayne Smith,Andre Russell,5,3,0,0,1,0,0,9,7,77.77777777777777,0
Sunil Naine,A Choudhary,1,0,0,0,0,0,0,1,0,0.0,1
Dinesh Karthik,Ashok Dinda,11,6,2,0,4,0,0,23,26,113.04347826086956,2
AB de Villiers,S Tyagi,1,0,0,0,0,0,0,1,0,0.0,1
AA Jhunjhunwala,Pankaj Singh,2,1,0,0,1,0,0,4,5,125.0,1
AB de Villiers,YA Abdulla,0,2,0,0,0,0,0,2,2,100.0,0
Mandeep Singh,Mitchell Johnson,3,1,0,0,1,0,0,5,5,100.0,0
KC Sangakkara,Yusuf Pathan,13,15,3,0,4,0,0,35,37,105.71428571428571,1
Piyush Chawla,MM Patel,3,3,2,0,2,0,0,10,15,150.0,0
BJ Rohrer,SK Trivedi,3,4,1,0,1,0,0,9,10,111.11111111111111,0
Naman Ojha,LR Shukla,1,0,0,0,0,0,1,2,6,300.0,0
S Sreesanth,MF Maharoof,2,1,0,0,0,0,0,3,1,33.333333333333336,0
WA Mota,Harbhajan Singh,0,2,0,0,0,0,0,2,2,100.0,0
Piyush Chawla,Ishant Sharma,2,1,1,0,3,0,1,8,21,262.5,0
Mayank Agarwal,S Sreesanth,1,5,0,0,0,0,0,6,5,83.33333333333333,0
Shakib Al Hasan,BA Bhatt,2,1,0,0,0,0,0,3,1,33.333333333333336,0
Lendl Simmons,WD Parnell,3,1,1,0,1,0,0,6,7,116.66666666666667,0
Jean-Paul Duminy,D du Preez,4,0,0,0,0,0,0,4,0,0.0,1
RN ten Doeschate,Mitchell Marsh,3,2,1,0,0,0,0,6,4,66.66666666666667,0
Steven Smith,V Pratap Singh,1,2,0,0,0,0,0,3,2,66.66666666666667,0
MJ Lumb,Dwayne Smith,0,1,0,0,2,0,0,3,9,300.0,0
Hardik Pandya,Washington Sundar,3,0,0,0,0,0,0,3,0,0.0,0
ShikhaRishi Dhawan,SB Bangar,2,1,1,0,0,0,0,4,3,75.0,0
JH Kallis,AD Mascarenhas,3,3,1,0,0,0,0,7,5,71.42857142857143,0
Rohit Sharma,Praveen Kumar,29,17,5,0,9,0,3,63,81,128.57142857142858,1
David Warner,A Ashish Reddy,2,1,0,0,3,0,2,8,25,312.5,0
S Vidyut,Sohail Tanvir,3,1,0,0,0,0,0,4,1,25.0,1
A Flintoff,Pradeep Sangwan,1,2,0,0,1,0,0,4,6,150.0,0
J Botha,Rohit Sharma,1,0,1,0,0,0,0,2,2,100.0,1
NJ Maddinson,Zaheer Khan,1,1,0,0,1,0,0,3,5,166.66666666666666,0
Moises Henriques,Kuldeep Yadav,3,5,2,0,1,0,1,12,19,158.33333333333334,1
Rishab Pant,Harbhajan Singh,1,2,0,0,0,0,1,4,8,200.0,0
Virat Kohli,MF Maharoof,1,1,0,0,0,0,0,2,1,50.0,1
ST Jayasuriya,D du Preez,2,1,0,1,1,0,1,6,14,233.33333333333334,0
LRPL Taylor,CRD Fernando,1,3,0,0,0,0,0,4,3,75.0,1
Mayank Agarwal,Yuzvendra Chahal,3,1,0,0,1,0,1,6,11,183.33333333333334,0
MS Dhoni,S Sreesanth,3,5,1,0,0,0,0,9,7,77.77777777777777,1
Moises Henriques,PP Ojha,2,1,1,1,1,0,0,6,10,166.66666666666666,0
AD Mathews,Rishi Dhawan,2,4,2,0,0,0,0,8,8,100.0,0
Unmukt Chand,Chris Gayle,0,1,0,0,0,0,0,1,1,100.0,0
CL White,Piyush Chawla,7,12,2,0,2,0,0,23,24,104.34782608695652,1
B Lee,Umesh Yadav,0,2,0,0,0,0,0,2,2,100.0,0
SR Tendulkar,SW Tait,11,6,1,0,3,0,0,21,20,95.23809523809524,0
SR Tendulkar,Dale Steyn,21,10,2,0,9,0,0,42,50,119.04761904761905,1
Thisara Perera,Kyle Abbott,2,0,1,0,2,0,1,6,16,266.6666666666667,0
Lendl Simmons,Ashish Nehra,25,10,4,0,6,0,3,48,60,125.0,0
DPMD Jayawardene,KP Appanna,0,1,0,0,0,0,0,1,1,100.0,0
Yusuf Pathan,Ankit Sharma,4,5,0,0,0,0,1,10,11,110.0,1
Bipul Sharma,JA Morkel,1,2,0,0,0,0,0,3,2,66.66666666666667,0
CA Pujara,DAJ Bracewell,0,1,0,0,0,0,0,1,1,100.0,0
Yuvraj Singh,BA Stokes,6,1,1,0,1,0,1,10,13,130.0,0
Dwayne Bravo,D du Preez,2,3,1,0,0,0,0,6,5,83.33333333333333,0
Kedar Jadhav,SK Trivedi,8,5,1,0,1,0,0,15,11,73.33333333333333,1
DJ Hooda,Zaheer Khan,0,1,0,0,0,0,1,2,7,350.0,0
Salman Butt,Shane Watson,9,3,1,0,2,0,0,15,13,86.66666666666667,0
Jaydev Unadkat,L Balaji,0,1,0,0,0,0,0,1,1,100.0,0
PC Valthaty,SB Styris,1,1,0,0,1,0,1,4,11,275.0,0
Parthiv Patel,Mohammad Nabi,1,3,1,0,1,0,0,6,9,150.0,0
Shaun Marsh,Praveen Tambe,6,5,0,1,2,0,0,14,16,114.28571428571429,1
DJG Sammy,Corey Anderson,4,0,0,0,1,0,1,6,10,166.66666666666666,1
Amit Mishra,Brad Hogg,5,1,0,0,0,0,0,6,1,16.666666666666668,1
LA Pomersbach,AN Ahmed,1,2,0,0,0,0,0,3,2,66.66666666666667,0
Aaron Finch,Dale Steyn,5,1,1,0,2,0,0,9,11,122.22222222222223,1
Rohit Sharma,VS Malik,1,1,0,0,1,0,0,3,5,166.66666666666666,0
DPMD Jayawardene,Shoaib Malik,2,1,0,0,0,0,0,3,1,33.333333333333336,1
Murali Vijay,Sunil Naine,13,9,2,0,1,0,0,25,17,68.0,2
Sanju Samson,Karn Sharma,2,5,0,0,0,0,0,7,5,71.42857142857143,1
Rohit Sharma,C de Grandhomme,2,1,0,0,1,0,0,4,5,125.0,0
Paras Dogra,B Lee,0,2,0,0,0,0,0,2,2,100.0,0
Virat Kohli,CL White,0,1,1,0,1,0,1,4,13,325.0,0
Vinay Kumar,Dhawal Kulkarni,6,3,1,0,0,0,0,10,5,50.0,0
Harbhajan Singh,Sreenath Aravind,2,1,0,0,0,0,0,3,1,33.333333333333336,1
Hardik Pandya,Mohit Sharma,1,1,0,0,0,0,0,2,1,50.0,1
Suresh Raina,Kieron Pollard,13,21,5,0,6,0,3,48,73,152.08333333333334,1
Andre Russell,Axar Patel,5,4,3,0,3,0,2,17,34,200.0,1
Gautam Gambhir,Chris Gayle,3,3,0,0,0,0,0,6,3,50.0,0
Kevin Pietersen,Dhawal Kulkarni,4,1,0,0,0,0,0,5,1,20.0,0
SA Yadav,Zaheer Khan,0,1,0,0,0,0,0,1,1,100.0,0
Naman Ojha,Dale Steyn,12,4,0,2,1,0,0,19,14,73.6842105263158,0
Y Nagar,Vinay Kumar,8,7,1,0,2,0,0,18,17,94.44444444444444,2
Hardik Pandya,TS Mills,3,0,0,0,0,0,1,4,6,150.0,0
RN ten Doeschate,AA Chavan,1,0,0,0,0,0,1,2,6,300.0,0
Ravindra Jadeja,Mohammed Shami,4,4,0,0,2,0,1,11,18,163.63636363636363,0
Iqbal Abdulla,Praveen Kumar,1,0,1,0,0,0,0,2,2,100.0,0
B Chipli,Kieron Pollard,4,3,0,0,1,0,0,8,7,87.5,1
Ambati Rayudu,PP Ojha,3,7,1,0,2,0,0,13,17,130.76923076923077,1
Tirumalsetti Suman,RJ Harris,9,0,0,0,0,0,0,9,0,0.0,1
DL Vettori,Piyush Chawla,2,2,0,0,0,0,0,4,2,50.0,1
Mayank Agarwal,Ravichandran Ashwin,11,9,1,0,4,0,2,27,39,144.44444444444446,3
Stuart Binny,Umesh Yadav,2,0,0,0,2,0,2,6,20,333.3333333333333,2
Y Venugopal Rao,AC Voges,1,1,0,0,0,0,0,2,1,50.0,1
RS Bopara,Sunil Naine,0,1,0,0,0,0,0,1,1,100.0,0
Mohammad Asif,SK Warne,0,1,0,0,0,0,0,1,1,100.0,0
Jos Buttler,Trent Boult,2,1,0,0,1,0,0,4,5,125.0,0
Glenn Maxwell,Pradeep Sangwan,1,1,1,0,0,0,2,5,15,300.0,0
A Symonds,Bipul Sharma,3,3,1,1,0,0,1,9,14,155.55555555555554,0
Virat Kohli,T Henderson,1,1,0,0,0,0,0,2,1,50.0,0
Mohammad Hafeez,M Ntini,3,1,0,0,1,0,0,5,5,100.0,1
RT Ponting,Ashish Nehra,1,1,0,0,0,0,0,2,1,50.0,0
Unmukt Chand,Azhar Mahmood,7,1,1,0,0,0,0,9,3,33.333333333333336,1
MN van Wyk,YA Abdulla,1,1,1,0,0,0,0,3,3,100.0,0
SB Bangar,DJ Hussey,1,1,0,0,0,0,1,3,7,233.33333333333334,0
ShikhaRishi Dhawan,Rajat Bhatia,11,26,2,0,1,0,2,42,46,109.52380952380952,2
Dinesh Karthik,Lasith Malinga,9,6,1,0,1,0,0,17,12,70.58823529411765,2
Y Venugopal Rao,Suresh Raina,2,3,0,0,1,0,0,6,7,116.66666666666667,0
AB de Villiers,J Botha,1,6,0,0,1,0,0,8,10,125.0,0
Chris Gayle,Bhuvneshwar Kumar,40,12,1,0,12,0,7,72,104,144.44444444444446,1
Shaun Marsh,S Sriram,0,0,1,0,1,0,3,5,24,480.0,0
CL White,MN Samuels,5,5,3,0,0,0,1,14,17,121.42857142857143,2
DPMD Jayawardene,Mohit Sharma,4,2,0,0,0,0,0,6,2,33.333333333333336,0
Wriddhiman Saha,DT Christian,3,1,0,0,1,0,0,5,5,100.0,1
Dinesh Karthik,DE Bollinger,4,2,1,0,1,0,0,8,8,100.0,0
Faf du Plessis,BE Hendricks,1,1,0,2,1,0,0,5,11,220.0,0
SK Warne,M Ntini,0,2,0,0,1,0,0,3,6,200.0,0
Ambati Rayudu,Kevin Pietersen,1,7,0,0,1,0,0,9,11,122.22222222222223,0
DS Lehmann,B Lee,2,0,0,0,1,0,0,3,4,133.33333333333334,0
MS Dhoni,Jaskaran Singh,2,0,0,0,2,0,0,4,8,200.0,0
MV Boucher,VRV Singh,1,3,0,0,0,0,0,4,3,75.0,0
David Warner,SW Tait,2,4,1,0,4,0,1,12,28,233.33333333333334,0
Moises Henriques,SK Trivedi,1,0,0,0,0,0,0,1,0,0.0,0
Y Venugopal Rao,R McLaren,3,1,0,0,0,0,0,4,1,25.0,0
K Goel,Pradeep Sangwan,3,1,1,0,0,0,0,5,3,60.0,0
AB de Villiers,Parvez Rasool,1,1,0,0,0,0,0,2,1,50.0,0
Shaun Marsh,A Chandila,4,5,1,1,1,0,1,13,20,153.84615384615384,0
AB de Villiers,Glenn Maxwell,3,5,0,0,1,0,1,10,15,150.0,0
JD Ryder,AL Menaria,0,1,0,0,1,0,0,2,5,250.0,0
Irfan Pathan,RR Powar,1,2,0,0,0,0,1,4,8,200.0,0
PP Ojha,Imran Tahir,0,2,0,0,0,0,0,2,2,100.0,0
V Sehwag,AM Nayar,0,4,1,0,1,0,1,7,16,228.57142857142858,0
Y Nagar,PP Ojha,0,2,0,0,1,0,0,3,6,200.0,0
James Faulkner,Ashish Nehra,1,2,0,0,1,0,0,4,6,150.0,0
AP Dole,Lasith Malinga,1,3,0,0,1,0,0,5,7,140.0,0
Yuvraj Singh,AP Dole,1,0,0,0,0,0,0,1,0,0.0,1
GH Vihari,Kieron Pollard,0,2,1,0,0,0,0,3,4,133.33333333333334,0
Ajinkya Rahane,AA Kazi,0,2,1,0,0,0,1,4,10,250.0,0
LPC Silva,VRV Singh,0,2,2,0,1,0,1,6,16,266.6666666666667,0
Ravindra Jadeja,Krunal Pandya,5,1,0,0,0,0,1,7,7,100.0,1
Y Venugopal Rao,Jaydev Unadkat,1,1,0,0,0,0,0,2,1,50.0,0
Dinesh Karthik,B Akhil,1,2,0,0,0,0,0,3,2,66.66666666666667,1
DPMD Jayawardene,Amit Mishra,4,8,1,0,1,0,1,15,20,133.33333333333334,0
Kevin Pietersen,Zaheer Khan,3,3,1,0,1,0,0,8,9,112.5,0
Ravindra Jadeja,Dwayne Smith,2,3,1,0,0,0,0,6,5,83.33333333333333,0
KC Sangakkara,Mitchell Johnson,0,2,0,0,0,0,0,2,2,100.0,0
DPMD Jayawardene,Shahid Afridi,0,1,0,0,0,0,0,1,1,100.0,0
V Sehwag,Pawan Suyal,4,2,0,0,2,0,0,8,10,125.0,0
SB Styris,M Muralitharan,10,6,0,0,1,0,0,17,10,58.8235294117647,1
Rohit Sharma,Karanveer Singh,1,2,1,0,0,0,0,4,4,100.0,0
R Dravid,S Sreesanth,8,2,0,0,1,0,0,11,6,54.54545454545455,1
SR Tendulkar,A Kumble,5,7,0,0,2,0,1,15,21,140.0,0
Deepak Chahar,Zaheer Khan,1,0,0,0,0,0,0,1,0,0.0,1
DPMD Jayawardene,Irfan Pathan,4,3,0,0,0,0,0,7,3,42.857142857142854,0
AD Mathews,A Symonds,7,4,2,0,0,0,0,13,8,61.53846153846154,0
S Sohal,WD Parnell,5,2,0,0,1,0,0,8,6,75.0,0
Dwayne Smith,Pawan Negi,1,1,0,0,0,0,0,2,1,50.0,0
A Symonds,S Sreesanth,2,3,1,0,3,0,3,12,35,291.6666666666667,0
PR Shah,Pradeep Sangwan,3,3,2,0,0,0,0,8,7,87.5,0
MS Bisla,SB Jakati,6,7,1,0,2,0,0,16,17,106.25,1
DJ Harris,DE Bollinger,2,0,0,0,2,0,0,4,8,200.0,1
AM Nayar,Morne Morkel,1,0,0,0,1,0,0,2,4,200.0,0
Ravichandran Ashwin,Mohit Sharma,1,2,0,0,0,0,0,3,2,66.66666666666667,0
SA Yadav,Lasith Malinga,2,5,2,0,0,0,1,10,15,150.0,1
B Chipli,JA Morkel,1,0,1,0,0,0,0,2,2,100.0,1
Bhuvneshwar Kumar,Amit Mishra,1,0,0,0,0,0,0,1,0,0.0,1
B Chipli,JJ van der Wath,2,2,0,0,0,0,0,4,2,50.0,0
J Botha,M Kartik,0,2,0,0,0,0,0,2,2,100.0,0
Steven Smith,DP Nannes,0,1,1,0,1,0,1,4,13,325.0,0
Ajinkya Rahane,RJ Harris,5,2,0,0,1,0,0,8,6,75.0,1
Kieron Pollard,Mohammed Siraj,2,1,0,0,0,0,0,3,1,33.333333333333336,0
C de Grandhomme,Jaydev Unadkat,2,0,0,0,0,0,0,2,0,0.0,1
MV Boucher,MM Patel,1,2,0,0,0,0,0,3,2,66.66666666666667,0
MS Bisla,Vinay Kumar,3,9,1,0,2,0,1,16,25,156.25,0
B Chipli,DP Vijaykumar,2,1,0,0,0,0,0,3,1,33.333333333333336,0
Shaun Marsh,Mitchell Johnson,4,2,0,0,0,0,0,6,2,33.333333333333336,0
T Taibu,Pradeep Sangwan,1,1,1,0,0,0,0,3,3,100.0,1
Chris Gayle,Karn Sharma,3,1,0,0,0,0,0,4,1,25.0,2
Manish Pandey,Sunil Naine,1,4,0,0,1,0,0,6,8,133.33333333333334,0
Kane Richardson,Glenn Maxwell,1,2,1,0,0,0,0,4,4,100.0,0
LR Shukla,SK Warne,9,9,2,0,0,0,1,21,19,90.47619047619048,0
Chris Gayle,Rishi Dhawan,0,3,0,0,0,0,0,3,3,100.0,0
Dhawal Kulkarni,MM Patel,2,0,0,0,0,0,0,2,0,0.0,1
AD Mathews,Praveen Kumar,1,3,0,0,0,0,1,5,9,180.0,0
Gurkeerat Singh Mann,Irfan Pathan,1,5,2,0,0,0,3,11,27,245.45454545454547,0
Suresh Raina,Lasith Malinga,21,23,4,2,5,0,2,57,69,121.05263157894737,1
SR Tendulkar,Pankaj Singh,3,1,3,0,1,0,0,8,11,137.5,0
Sunny Singh,M Kartik,1,0,0,0,1,0,0,2,4,200.0,1
SD Chitnis,TP Sudhindra,0,2,1,0,0,0,0,3,4,133.33333333333334,0
AC Gilchrist,Sunil Naine,5,6,0,0,1,0,1,13,16,123.07692307692308,1
RS Bopara,Dale Steyn,7,8,3,1,2,0,0,21,25,119.04761904761905,0
Paras Dogra,Thisara Perera,2,1,1,0,0,0,0,4,3,75.0,0
Ishant Sharma,Adam Zampa,1,0,0,0,0,0,0,1,0,0.0,1
James Faulkner,Mohit Sharma,3,4,3,0,1,0,0,11,14,127.27272727272727,1
MS Dhoni,Brad Hogg,1,0,0,0,0,0,0,1,0,0.0,0
S Badrinath,DL Vettori,3,4,1,0,1,0,0,9,10,111.11111111111111,2
Axar Patel,Basil Thampi,1,1,2,0,1,0,0,5,9,180.0,0
Robin Uthappa,BJ Hodge,2,0,0,0,2,0,0,4,8,200.0,0
Faf du Plessis,S Gopal,0,3,0,0,0,0,0,3,3,100.0,0
Karun Nair,PP Ojha,3,3,2,0,4,0,2,14,35,250.0,0
R McLaren,Kevin Pietersen,1,0,0,0,0,0,0,1,0,0.0,1
Nathan Coulter-Nile,Pawan Negi,2,1,0,0,0,0,0,3,1,33.333333333333336,1
Brendon McCullum,MS Gony,3,1,0,0,2,0,1,7,15,214.28571428571428,0
Sachin Baby,Amit Mishra,4,0,1,0,0,0,0,5,2,40.0,1
DJ Hussey,P Awana,2,1,0,0,0,0,0,3,1,33.333333333333336,1
Dwayne Bravo,James Faulkner,4,6,5,1,2,0,0,18,27,150.0,0
AA Chavan,Umesh Yadav,0,2,0,0,0,0,0,2,2,100.0,0
RJ Peterson,WD Parnell,0,3,0,0,0,0,0,3,3,100.0,0
CA Pujara,Y Nagar,1,1,0,0,0,0,0,2,1,50.0,1
ShikhaRishi Dhawan,J Syed Mohammad,3,4,1,0,0,0,0,8,6,75.0,0
Glenn Maxwell,Krunal Pandya,3,2,2,0,0,0,0,7,6,85.71428571428571,0
Ishant Sharma,Vinay Kumar,2,0,0,0,0,0,0,2,0,0.0,1
MV Boucher,Yuvraj Singh,3,2,0,0,0,0,0,5,2,40.0,1
Umesh Yadav,Sunil Naine,0,1,0,0,0,0,0,1,1,100.0,0
Ravindra Jadeja,A Kumble,2,2,0,0,0,0,0,4,2,50.0,1
Steven Smith,Shahbaz Nadeem,6,4,0,0,5,0,4,19,48,252.6315789473684,1
Vinay Kumar,V Pratap Singh,0,2,0,0,1,0,0,3,6,200.0,0
LA Pomersbach,Rohit Sharma,2,2,0,0,0,0,0,4,2,50.0,0
Vinay Kumar,Praveen Kumar,0,1,0,0,0,0,0,1,1,100.0,0
M Kaif,RJ Harris,1,0,0,0,0,0,0,1,0,0.0,1
Glenn Maxwell,Kieron Pollard,2,4,3,0,2,0,0,11,18,163.63636363636363,0
JEC Franklin,DJ Hussey,0,2,0,0,0,0,0,2,2,100.0,0
DH Yagnik,Yuvraj Singh,1,1,0,0,2,0,0,4,9,225.0,0
TM Dilshan,B Lee,2,0,0,0,0,0,0,2,0,0.0,0
K Goel,JA Morkel,1,2,0,0,0,0,0,3,2,66.66666666666667,0
Piyush Chawla,WPUJC Vaas,1,1,0,0,1,0,0,3,5,166.66666666666666,0
Dale Steyn,AB McDonald,1,1,0,0,0,0,0,2,1,50.0,1
Marcus Stoinis,Praveen Kumar,1,4,2,0,1,0,0,8,12,150.0,0
Glenn Maxwell,S Gopal,1,0,0,0,0,0,0,1,0,0.0,1
Dwayne Bravo,Morne Morkel,0,3,0,0,0,0,0,3,3,100.0,0
Robin Uthappa,MA Starc,7,8,1,0,3,0,1,20,28,140.0,0
Ravindra Jadeja,HV Patel,2,1,1,0,1,0,0,5,7,140.0,0
Yashpal Singh,Amit Mishra,1,1,0,0,0,0,0,2,1,50.0,1
C de Grandhomme,BA Stokes,0,2,0,0,1,0,0,3,6,200.0,0
JA Morkel,Sohail Tanvir,3,3,1,0,1,0,0,8,9,112.5,2
CA Pujara,Praveen Tambe,3,7,0,0,0,0,0,10,7,70.0,0
Ambati Rayudu,JH Kallis,15,9,6,0,4,0,0,34,37,108.82352941176471,2
Mayank Agarwal,KK Cooper,5,0,0,0,0,0,0,5,0,0.0,0
Rohit Sharma,DT Christian,8,10,1,0,4,0,6,29,64,220.68965517241378,0
M Kartik,Ashish Nehra,0,2,1,0,0,0,0,3,4,133.33333333333334,0
GD McGrath,Dhawal Kulkarni,2,0,0,0,0,0,0,2,0,0.0,1
M Muralitharan,Irfan Pathan,0,1,0,0,0,0,0,1,1,100.0,0
KC Sangakkara,A Symonds,3,3,0,0,2,0,2,10,23,230.0,0
LJ Wright,Azhar Mahmood,1,0,0,0,4,0,0,5,16,320.0,1
LRPL Taylor,Y Nagar,3,2,0,0,0,0,2,7,14,200.0,1
RJ Harris,Kieron Pollard,0,2,2,0,0,0,0,4,6,150.0,0
Ajinkya Rahane,Harbhajan Singh,8,19,2,0,1,0,0,30,27,90.0,1
JDP Oram,S Sreesanth,4,1,0,0,1,0,0,6,5,83.33333333333333,0
JH Kallis,ST Jayasuriya,4,13,2,0,0,0,0,19,17,89.47368421052632,0
HH Gibbs,Yusuf Pathan,2,2,0,0,0,0,0,4,2,50.0,1
MV Boucher,AB Agarkar,4,2,1,0,1,0,0,8,8,100.0,0
Y Venugopal Rao,SW Tait,3,1,0,0,0,0,0,4,1,25.0,0
Piyush Chawla,RJ Harris,1,2,0,0,0,0,0,3,2,66.66666666666667,0
RT Ponting,JH Kallis,4,1,0,0,1,0,1,7,11,157.14285714285714,1
SM Katich,Shoaib Ahmed,1,2,0,0,0,0,0,3,2,66.66666666666667,0
AD Mathews,Piyush Chawla,0,5,2,0,2,0,0,9,17,188.88888888888889,0
Shane Watson,JD Ryder,2,0,0,0,2,0,1,5,14,280.0,0
Moises Henriques,Sandeep Sharma,5,2,0,0,0,0,0,7,2,28.571428571428573,2
Wriddhiman Saha,Ravindra Jadeja,6,13,1,0,0,0,1,21,21,100.0,0
ShikhaRishi Dhawan,BW Hilfenhaus,8,2,1,1,2,0,0,14,15,107.14285714285714,1
DJ Hussey,SMSM Senanayake,0,3,2,0,0,0,0,5,7,140.0,0
DB Ravi Teja,JA Morkel,3,4,1,0,0,0,0,8,6,75.0,1
Kieron Pollard,Sarabjit Ladda,3,1,1,0,2,0,1,8,17,212.5,1
AA Jhunjhunwala,Dhawal Kulkarni,6,4,0,0,2,0,1,13,18,138.46153846153845,0
RS Bopara,MM Patel,4,3,0,2,1,0,0,10,13,130.0,1
Kevin Pietersen,DE Bollinger,0,1,0,0,0,0,0,1,1,100.0,0
MS Dhoni,DJ Hussey,1,3,0,0,0,0,1,5,9,180.0,0
MA Starc,Mohit Sharma,2,3,0,0,1,0,0,6,7,116.66666666666667,1
JD Ryder,Sreenath Aravind,4,2,1,0,2,0,0,9,12,133.33333333333334,0
ShikhaRishi Dhawan,Praveen Kumar,31,25,3,1,11,0,0,71,78,109.85915492957747,4
David Warner,Ashok Dinda,21,12,4,0,3,0,3,43,50,116.27906976744185,2
AB Agarkar,A Singh,0,1,1,0,0,0,0,2,3,150.0,0
MK Tiwary,M Muralitharan,7,9,0,1,2,0,0,19,20,105.26315789473684,0
Ben Cutting,MK Tiwary,0,1,0,0,0,0,1,2,7,350.0,0
Parthiv Patel,Piyush Chawla,7,21,4,0,1,0,0,33,33,100.0,1
Ambati Rayudu,WD Parnell,6,4,1,0,2,0,0,13,14,107.6923076923077,0
Dinesh Karthik,Krunal Pandya,6,2,1,0,0,0,0,9,4,44.44444444444444,2
Mandeep Singh,AB McDonald,1,4,0,0,1,0,0,6,8,133.33333333333334,0
SR Tendulkar,VY Mahesh,1,1,0,0,0,0,0,2,1,50.0,1
AS Raut,Dwayne Bravo,1,2,0,0,0,0,1,4,8,200.0,0
MN Samuels,P Awana,5,3,0,0,0,0,0,8,3,37.5,1
Hardik Pandya,Ankit Rajpoot,0,1,0,0,0,0,1,2,7,350.0,0
Mayank Agarwal,MN Samuels,3,1,0,0,0,0,0,4,1,25.0,1
Wriddhiman Saha,AM Nayar,0,2,1,0,1,0,0,4,8,200.0,0
Suresh Raina,Dwayne Bravo,13,11,1,0,3,0,5,33,55,166.66666666666666,4
Kieron Pollard,Rajat Bhatia,6,12,0,0,3,0,1,22,30,136.36363636363637,2
Gautam Gambhir,S Narwal,4,1,2,0,1,0,0,8,9,112.5,1
Shaun Marsh,Zaheer Khan,19,7,3,0,7,0,0,36,41,113.88888888888889,2
CR Woakes,Lasith Malinga,2,1,1,0,0,0,0,4,3,75.0,1
AB Agarkar,Jaskaran Singh,0,1,0,0,0,0,0,1,1,100.0,0
A Symonds,AD Mathews,3,3,2,0,0,0,0,8,7,87.5,0
Robin Uthappa,SA Abbott,1,3,1,0,1,0,0,6,9,150.0,0
MA Khote,B Lee,1,2,0,0,0,0,0,3,2,66.66666666666667,0
CL White,Varun Aaron,3,2,0,0,1,0,0,6,6,100.0,1
