Vikramjeet Singh Malik,RCB,bowl,13,13,205,261,6,14/2,14/2,7.64,43.5,34.17,0,0

Adam Milne,RCB,bat,5,3,1,7,5,3.5,12,58.33,0,0,0,0,0

Adam Milne,RCB,bowl,5,5,108,177,4,27/2,27/2,9.83,44.25,27,0,0

Harshal Patel,RCB,bat,36,14,5,47,10,5.22,34,138.24,0,0,0,2,3

Harshal Patel,RCB,bowl,36,34,683,971,34,43/3,43/3,8.53,28.56,20.09,0,0

Kane Richardson,RCB,bat,14,4,1,36,26,12,39,92.31,0,0,0,2,1

Kane Richardson,RCB,bowl,14,14,317,443,18,13/3,13/3,8.38,24.61,17.61,0,0

Shane Watson,RCB,bat,102,98,14,2622,104,31.21,1891,138.66,2,0,14,257,122

Shane Watson,RCB,bowl,102,94,1861,2431,86,29/4,29/4,7.84,28.27,21.64,0,0

Zaheer Khan,DD,bat,100,32,18,117,23,8.36,141,82.98,0,0,0,11,2

Zaheer Khan,DD,bowl,100,99,2200,2782,102,17/4,17/4,7.59,27.27,21.57,0,0

Carlos Brathwaite,DD,bat,10,8,0,95,34,11.88,53,179.25,0,0,0,8,8

Carlos Brathwaite,DD,bowl,10,10,175,256,8,47/3,47/3,8.78,32,21.88,0,0

Quinton de Kock,DD,bat,26,26,1,726,108,29.04,549,132.24,1,0,5,90,21

Quinton de Kock,DD,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Shreyas Iyer,DD,bat,32,32,3,807,96,27.83,628,128.5,0,0,6,79,32

Shreyas Iyer,DD,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Mohammed Shami,DD,bat,31,13,6,46,21,6.57,45,102.22,0,0,0,4,2

Mohammed Shami,DD,bowl,31,31,625,934,18,34/2,34/2,8.97,51.89,34.72,0,0

Shahbaz Nadeem,DD,bat,55,18,6,26,6,2.17,70,37.14,0,0,0,1,0

Shahbaz Nadeem,DD,bowl,55,53,1115,1319,37,16/3,16/3,7.1,35.65,30.14,0,0

Pawan Negi,DD,bat,41,29,9,353,36,17.65,272,129.78,0,0,0,26,16

Pawan Negi,DD,bowl,41,36,625,788,30,18/4,18/4,7.56,26.27,20.83,0,0

Joel Paris,DD,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Sanju Samson,DD,bat,66,62,6,1426,102,25.46,1146,124.43,1,0,7,112,57

Sanju Samson,DD,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Jayant Yadav,DD,bat,10,2,0,6,5,3,10,60,0,0,0,0,0

Jayant Yadav,DD,bowl,10,10,180,196,4,8/1,8/1,6.53,49,45,0,0

Mayank Agarwal,DD,bat,53,48,2,818,68,17.78,660,123.94,0,0,3,83,33

Mayank Agarwal,DD,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Sam Billings,DD,bat,11,10,0,226,55,22.6,168,134.52,0,0,2,23,5

Sam Billings,DD,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Nathan Coulter-Nile,DD,bat,26,13,4,52,9,5.78,50,104,0,0,0,3,4

Nathan Coulter-Nile,DD,bowl,26,25,563,719,36,20/4,20/4,7.66,19.97,15.64,0,0

Jean-Paul Duminy,DD,bat,77,73,23,1993,78,39.86,1596,124.87,0,0,14,123,78

Jean-Paul Duminy,DD,bowl,77,47,660,798,23,17/4,17/4,7.25,34.7,28.7,0,0

Imran Tahir,DD,bat,32,6,2,18,5,4.5,25,72,0,0,0,3,0

Imran Tahir,DD,bowl,32,32,716,992,47,28/4,28/4,8.31,21.11,15.23,0,0

Chris Morris,DD,bat,48,29,17,439,82,36.58,265,165.66,0,0,2,33,23

Chris Morris,DD,bowl,48,48,1002,1260,53,23/4,23/4,7.54,23.77,18.91,0,0

Karun Nair,DD,bat,55,50,4,1158,83,25.17,912,126.97,0,0,8,135,26

Karun Nair,DD,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Rishabh Pant,DD,bat,24,24,2,564,97,25.64,373,151.21,0,0,3,47,30

Rishabh Pant,DD,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Pawan Suyal,DD,bat,5,0,0,0,0,0,0,0,0,0,0,0,0

Pawan Suyal,DD,bowl,5,5,96,151,2,21/1,21/1,9.44,75.5,48,0,0

Amit Mishra,DD,bat,126,51,22,340,31,11.72,363,93.66,0,0,0,27,5

Amit Mishra,DD,bowl,126,126,2639,3261,134,17/5,17/5,7.41,24.34,19.69,1,0

Rohit Sharma,MI,bat,159,154,25,4207,109,32.61,3214,130.9,1,0,32,354,172

Rohit Sharma,MI,bowl,159,30,332,440,15,6/4,6/4,7.95,29.33,22.13,0,0

Jasprit Bumrah,MI,bat,47,7,5,25,16,12.5,26,96.15,0,0,0,1,1

Jasprit Bumrah,MI,bowl,47,47,1038,1402,46,7/3,7/3,8.1,30.48,22.57,0,0

Unmukt Chand,MI,bat,21,20,0,300,58,15,300,100,0,0,1,32,9

Unmukt Chand,MI,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Shreyas Gopal,MI,bat,6,3,1,14,11,7,27,51.85,0,0,0,1,0

Shreyas Gopal,MI,bowl,6,6,115,154,7,25/2,25/2,8.03,22,16.43,0,0

Mitchell McClenaghan,MI,bat,40,15,7,63,20,7.88,44,143.18,0,0,0,2,6

Mitchell McClenaghan,MI,bowl,40,40,926,1329,54,21/4,21/4,8.61,24.61,17.15,0,0

Hardik Pandya,MI,bat,37,33,14,406,61,21.37,285,142.46,0,0,1,24,28

Hardik Pandya,MI,bowl,37,31,358,542,10,22/2,22/2,9.08,54.2,35.8,0,0

Parthiv Patel,MI,bat,119,117,10,2322,81,21.7,1981,117.21,0,0,10,297,35

Parthiv Patel,MI,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Ambati Rayudu,MI,bat,114,107,18,2416,81,27.15,1915,126.16,0,0,14,205,79

Ambati Rayudu,MI,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Lendl Simmons,MI,bat,29,29,2,1079,100,39.96,852,126.64,1,0,11,109,44

Lendl Simmons,MI,bowl,29,1,18,34,1,34/1,34/1,11.33,34,18,0,0

Tim Southee,MI,bat,29,9,3,54,25,9,35,154.29,0,0,0,3,3

Tim Southee,MI,bowl,29,29,660,914,22,24/3,24/3,8.31,41.55,30,0,0

Vinay Kumar,MI,bat,103,45,17,304,26,10.86,271,112.18,0,0,0,20,9

Vinay Kumar,MI,bowl,103,102,2098,2901,103,40/4,40/4,8.3,28.17,20.37,0,0

Corey Anderson,MI,bat,27,26,7,521,95,27.42,401,129.93,0,0,3,40,30

Corey Anderson,MI,bowl,27,19,245,403,8,18/2,18/2,9.87,50.38,30.62,0,0

Jos Buttler,MI,bat,24,24,3,527,77,25.1,361,145.98,0,0,1,50,26

Jos Buttler,MI,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Marchant de Lange,MI,bat,5,1,0,1,1,1,2,50,0,0,0,0,0

Marchant de Lange,MI,bowl,5,5,108,169,5,34/3,34/3,9.39,33.8,21.6,0,0

Harbhajan Singh,MI,bat,136,84,33,799,64,15.67,561,142.42,0,0,1,76,41

Harbhajan Singh,MI,bowl,136,134,2919,3385,127,18/5,18/5,6.96,26.65,22.98,1,0

Lasith Malinga,MI,bat,110,25,9,88,17,5.5,99,88.89,0,0,0,6,5

Lasith Malinga,MI,bowl,110,110,2558,2927,154,13/5,13/5,6.87,19.01,16.61,1,0

Krunal Pandya,MI,bat,25,20,6,480,86,34.29,303,158.42,0,0,1,46,20

Krunal Pandya,MI,bowl,25,24,427,509,16,14/3,14/3,7.15,31.81,26.69,0,0

Kieron Pollard,MI,bat,123,113,32,2343,78,28.93,1599,146.53,0,0,12,157,147

Kieron Pollard,MI,bowl,123,81,1199,1770,56,44/4,44/4,8.86,31.61,21.41,0,0

Nitish Rana,MI,bat,17,15,1,437,70,31.21,339,128.91,0,0,4,31,25

Nitish Rana,MI,bowl,17,1,6,3,0,3/0,3/0,3,0,0,0,0

Nathu Singh,MI,bat,2,0,0,0,0,0,0,0,0,0,0,0,0

Nathu Singh,MI,bowl,2,2,24,15,1,7/1,7/1,3.75,15,24,0,0

Jagadeesha Suchith,MI,bat,14,6,5,48,34,48,32,150,0,0,0,4,2

Jagadeesha Suchith,MI,bowl,14,13,246,368,10,14/2,14/2,8.98,36.8,24.6,0,0

Gautam Gambhir,KKR,bat,148,147,16,4133,93,31.55,3316,124.64,0,0,35,483,58

Gautam Gambhir,KKR,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

John Hastings,KKR,bat,3,0,0,0,0,0,0,0,0,0,0,0,0

John Hastings,KKR,bowl,3,3,58,66,3,6/2,6/2,6.83,22,19.33,0,0

Jason Holder,KKR,bat,11,5,0,38,16,7.6,31,122.58,0,0,0,4,2

Jason Holder,KKR,bowl,11,11,216,306,5,20/2,20/2,8.5,61.2,43.2,0,0

Kuldeep Yadav,KKR,bat,15,2,0,20,16,10,22,90.91,0,0,0,2,0

Kuldeep Yadav,KKR,bowl,15,14,318,440,18,35/3,35/3,8.3,24.44,17.67,0,0

Colin Munro,KKR,bat,4,3,0,30,16,10,30,100,0,0,0,3,0

Colin Munro,KKR,bowl,4,2,12,15,0,7/0,7/0,7.5,0,0,0,0

Manish Pandey,KKR,bat,103,96,18,2215,114,28.4,1844,120.12,1,0,9,196,64

Manish Pandey,KKR,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Ankit Rajpoot,KKR,bat,11,2,1,6,4,6,13,46.15,0,0,0,1,0

Ankit Rajpoot,KKR,bowl,11,11,174,240,8,37/3,37/3,8.28,30,21.75,0,0

Rajagopal Sathish,KKR,bat,34,25,8,270,27,15.88,231,116.88,0,0,0,22,6

Rajagopal Sathish,KKR,bowl,34,14,139,232,3,11/1,11/1,10.01,77.33,46.33,0,0

Jaydev Unadkat,KKR,bat,47,6,5,5,2,5,13,38.46,0,0,0,0,0

Jaydev Unadkat,KKR,bowl,47,46,980,1308,56,25/5,25/5,8.01,23.36,17.5,2,0

Suryakumar Yadav,KKR,bat,55,42,14,608,60,21.71,465,130.75,0,0,1,54,21

Suryakumar Yadav,KKR,bowl,55,1,6,8,0,8/0,8/0,8,0,0,0,0

Piyush Chawla,KKR,bat,129,69,27,515,24,12.26,453,113.69,0,0,0,49,15

Piyush Chawla,KKR,bowl,129,128,2563,3261,126,17/4,17/4,7.63,25.88,20.34,0,0

Brad Hogg,KKR,bat,21,6,3,22,13,7.33,22,100,0,0,0,1,0

Brad Hogg,KKR,bowl,21,21,458,570,23,29/4,29/4,7.47,24.78,19.91,0,0

Sheldon Jackson,KKR,bat,4,3,1,38,16,19,31,122.58,0,0,0,5,0

Sheldon Jackson,KKR,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Chris Lynn,KKR,bat,12,12,2,384,93,38.4,243,158.02,0,0,3,31,23

Chris Lynn,KKR,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Morne Morkel,KKR,bat,70,23,12,126,23,11.45,90,140,0,0,0,11,5

Morne Morkel,KKR,bowl,70,70,1629,2089,77,20/4,20/4,7.69,27.13,21.16,0,0

Sunil Narine,KKR,bat,82,32,12,271,54,13.55,184,147.28,0,0,1,36,12

Sunil Narine,KKR,bowl,82,81,1925,2031,95,19/5,19/5,6.33,21.38,20.26,1,0

Yusuf Pathan,KKR,bat,149,133,35,2904,100,29.63,1996,145.49,1,0,13,239,146

Yusuf Pathan,KKR,bowl,149,80,1129,1393,41,20/3,20/3,7.4,33.98,27.54,0,0

Andre Russell,KKR,bat,34,25,3,574,66,26.09,331,173.41,0,0,3,48,37

Andre Russell,KKR,bowl,34,34,631,896,31,20/4,20/4,8.52,28.9,20.35,0,0

Shakib Al Hasan,KKR,bat,43,32,9,498,66,21.65,382,130.37,0,0,2,44,15

Shakib Al Hasan,KKR,bowl,43,42,921,1101,43,17/3,17/3,7.17,25.6,21.42,0,0

Robin Uthappa,KKR,bat,149,143,15,3778,87,29.52,2870,131.64,0,0,22,377,125

Robin Uthappa,KKR,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Umesh Yadav,KKR,bat,94,25,18,94,24,13.43,90,104.44,0,0,0,8,3

Umesh Yadav,KKR,bowl,94,93,1934,2707,91,24/4,24/4,8.4,29.75,21.25,0,0

David Miller,KXIP,bat,66,64,20,1563,101,35.52,1105,141.45,1,0,8,104,78

David Miller,KXIP,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Anureet Singh,KXIP,bat,20,7,3,33,15,8.25,43,76.74,0,0,0,2,1

Anureet Singh,KXIP,bowl,20,19,388,581,17,23/3,23/3,8.98,34.18,22.82,0,0

Farhaan Behardien,KXIP,bat,3,3,1,14,9,7,13,107.69,0,0,0,2,0

Farhaan Behardien,KXIP,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Rishi Dhawan,KXIP,bat,26,17,10,153,25,21.86,135,113.33,0,0,0,13,4

Rishi Dhawan,KXIP,bowl,26,25,488,640,18,14/2,14/2,7.87,35.56,27.11,0,0

Mitchell Johnson,KXIP,bat,48,28,15,151,16,11.62,153,98.69,0,0,0,8,7

Mitchell Johnson,KXIP,bowl,48,48,1106,1486,59,26/3,26/3,8.06,25.19,18.75,0,0

Glenn Maxwell,KXIP,bat,57,56,7,1228,95,25.06,747,164.39,0,0,6,95,82

Glenn Maxwell,KXIP,bowl,57,33,324,479,11,15/2,15/2,8.87,43.55,29.45,0,0

Axar Patel,KXIP,bat,59,43,13,606,44,20.2,473,128.12,0,0,0,34,28

Axar Patel,KXIP,bowl,59,59,1251,1547,58,21/4,21/4,7.42,26.67,21.57,0,0

Mohit Sharma,KXIP,bat,75,22,8,112,21,8,102,109.8,0,0,0,7,4

Mohit Sharma,KXIP,bowl,75,75,1534,2076,83,14/4,14/4,8.12,25.01,18.48,0,0

Pardeep Sahu,KXIP,bat,5,2,1,19,18,19,13,146.15,0,0,0,1,1

Pardeep Sahu,KXIP,bowl,5,5,105,146,3,18/2,18/2,8.34,48.67,35,0,0

Swapnil Singh,KXIP,bat,5,3,0,12,10,4,20,60,0,0,0,0,0

Swapnil Singh,KXIP,bowl,5,5,60,90,1,14/1,14/1,9,90,60,0,0

Murali Vijay,KXIP,bat,100,100,5,2511,127,26.43,2035,123.39,2,0,13,237,89

Murali Vijay,KXIP,bowl,100,4,36,49,0,8/0,8/0,8.17,0,0,0,0

Kyle Abbott,KXIP,bat,5,3,2,13,12,13,8,162.5,0,0,0,0,1

Kyle Abbott,KXIP,bowl,5,5,96,177,2,38/1,38/1,11.06,88.5,48,0,0

KC Cariappa,KXIP,bat,10,4,1,15,12,5,18,83.33,0,0,0,0,1

KC Cariappa,KXIP,bowl,10,10,204,314,8,16/2,16/2,9.24,39.25,25.5,0,0

Gurkeerat Singh Mann,KXIP,bat,30,24,3,342,51,16.29,272,125.74,0,0,1,36,9

Gurkeerat Singh Mann,KXIP,bowl,30,6,78,97,5,15/2,15/2,7.46,19.4,15.6,0,0

Shaun Marsh,KXIP,bat,71,69,7,2477,115,39.95,1866,132.74,1,0,20,266,78

Shaun Marsh,KXIP,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Nikhil Naik,KXIP,bat,2,2,0,23,22,11.5,31,74.19,0,0,0,1,0

Nikhil Naik,KXIP,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Wriddhiman Saha,KXIP,bat,104,80,19,1557,115,25.52,1191,130.73,1,0,6,130,57

Wriddhiman Saha,KXIP,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Sandeep Sharma,KXIP,bat,56,13,12,26,7,26,35,74.29,0,0,0,1,0

Sandeep Sharma,KXIP,bowl,56,56,1225,1587,71,20/4,20/4,7.77,22.35,17.25,0,0

Marcus Stoinis,KXIP,bat,12,8,1,163,52,23.29,132,123.48,0,0,1,14,4

Marcus Stoinis,KXIP,bowl,12,12,201,304,10,15/4,15/4,9.07,30.4,20.1,0,0

Shardul Thakur,KXIP,bat,13,4,1,7,7,2.33,9,77.78,0,0,0,1,0

Shardul Thakur,KXIP,bowl,13,13,247,353,12,19/3,19/3,8.57,29.42,20.58,0,0

Manan Vohra,KXIP,bat,45,41,2,957,95,24.54,721,132.73,0,0,3,95,35

Manan Vohra,KXIP,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Shikhar Dhawan,SRH,bat,127,126,17,3561,95,32.67,2922,121.87,0,0,28,401,71

Shikhar Dhawan,SRH,bowl,127,6,48,66,4,7/1,7/1,8.25,16.5,12,0,0

Trent Boult,SRH,bat,14,1,1,5,5,0,8,62.5,0,0,0,0,0

Trent Boult,SRH,bowl,14,14,335,491,15,19/3,19/3,8.79,32.73,22.33,0,0

Moises Henriques,SRH,bat,57,50,16,969,74,28.5,756,128.17,0,0,5,87,27

Moises Henriques,SRH,bowl,57,55,890,1244,38,16/3,16/3,8.39,32.74,23.42,0,0

Abhimanyu Mithun,SRH,bat,16,8,3,34,11,6.8,26,130.77,0,0,0,4,1

Abhimanyu Mithun,SRH,bowl,16,16,288,472,7,37/2,37/2,9.83,67.43,41.14,0,0

Siddarth Kaul,SRH,bat,21,4,4,9,7,0,13,69.23,0,0,0,0,0

Siddarth Kaul,SRH,bowl,21,21,423,596,22,29/4,29/4,8.45,27.09,19.23,0,0

Mustafizur Rahman,SRH,bat,17,0,0,0,0,0,0,0,0,0,0,0,0

Mustafizur Rahman,SRH,bowl,17,17,382,455,17,16/3,16/3,7.15,26.76,22.47,0,0

Naman Ojha,SRH,bat,112,93,19,1553,94,20.99,1309,118.64,0,0,6,121,79

Naman Ojha,SRH,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Karn Sharma,SRH,bat,56,34,13,317,39,15.1,274,115.69,0,0,0,18,14

Karn Sharma,SRH,bowl,56,55,1034,1323,49,16/4,16/4,7.68,27,21.1,0,0

Tirumalsetti Suman,SRH,bat,43,40,8,676,78,21.12,575,117.57,0,0,2,55,26

Tirumalsetti Suman,SRH,bowl,43,11,150,197,6,14/2,14/2,7.88,32.83,25,0,0

David Warner,SRH,bat,114,114,15,4014,126,40.55,2824,142.14,3,0,36,402,159

David Warner,SRH,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Yuvraj Singh,SRH,bat,120,116,15,2587,83,25.61,1972,131.19,0,0,12,204,141

Yuvraj Singh,SRH,bowl,120,71,857,1054,36,29/4,29/4,7.38,29.28,23.81,0,0

Ashish Nehra,SRH,bat,88,22,15,41,22,5.86,62,66.13,0,0,0,3,1

Ashish Nehra,SRH,bowl,88,88,1908,2495,106,10/4,10/4,7.85,23.54,18,0,0

Ashish Reddy,SRH,bat,31,23,8,280,36,18.67,193,145.08,0,0,0,17,14

Ashish Reddy,SRH,bowl,31,20,262,396,18,25/3,25/3,9.07,22,14.56,0,0

Bipul Sharma,SRH,bat,33,17,9,187,35,23.38,123,152.03,0,0,0,11,9

Bipul Sharma,SRH,bowl,33,28,426,572,17,13/2,13/2,8.06,33.65,25.06,0,0

Ben Cutting,SRH,bat,9,8,3,124,39,24.8,66,187.88,0,0,0,9,10

Ben Cutting,SRH,bowl,9,9,167,234,7,20/2,20/2,8.41,33.43,23.86,0,0

Bhuvneshwar Kumar,SRH,bat,90,34,15,158,24,8.32,157,100.64,0,0,0,15,3

Bhuvneshwar Kumar,SRH,bowl,90,90,1981,2339,111,19/5,19/5,7.08,21.07,17.85,1,0

Eoin Morgan,SRH,bat,52,45,5,854,66,21.35,705,121.13,0,0,4,72,34

Eoin Morgan,SRH,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Vijay Shankar,SRH,bat,5,4,2,101,63,50.5,75,134.67,0,0,1,12,1

Vijay Shankar,SRH,bowl,5,1,6,19,0,19/0,19/0,19,0,0,0,0

Barinder Sran,SRH,bat,16,4,4,4,2,0,4,100,0,0,0,0,0

Barinder Sran,SRH,bowl,16,16,327,477,14,28/3,28/3,8.75,34.07,23.36,0,0

Aditya Tare,SRH,bat,35,28,4,339,59,14.12,273,124.18,0,0,1,40,11

Aditya Tare,SRH,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Kane Williamson,SRH,bat,15,15,2,411,89,31.62,318,129.25,0,0,3,35,11

Kane Williamson,SRH,bowl,15,1,6,7,0,7/0,7/0,7,0,0,0,0

Suresh Raina,GL,bat,161,157,24,4540,100,34.14,3265,139.05,1,0,31,402,173

Suresh Raina,GL,bowl,161,68,902,1112,25,0/2,0/2,7.4,44.48,36.08,0,0

Akshdeep Nath,GL,bat,5,4,0,20,12,5,28,71.43,0,0,0,1,0

Akshdeep Nath,GL,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Dwayne Bravo,GL,bat,106,83,28,1262,70,22.95,999,126.33,0,0,4,103,48

Dwayne Bravo,GL,bowl,106,103,2017,2755,122,22/4,22/4,8.2,22.58,16.53,0,0

Eklavya Dwivedi,GL,bat,4,2,0,24,19,12,14,171.43,0,0,0,2,2

